County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,CTYNAME,STNAME
"Maricopa County, AZ",4013.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,68.0,Maricopa County,AZ
"Maricopa County, AZ",4013.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,50.0,Maricopa County,AZ
"Mohave County, AZ",4015.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Mohave County,AZ
"Mohave County, AZ",4015.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Mohave County,AZ
"Pima County, AZ",4019.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,145.0,Pima County,AZ
"Pima County, AZ",4019.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,Pima County,AZ
"Pima County, AZ",4019.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,Pima County,AZ
"Pinal County, AZ",4021.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Pinal County,AZ
"Yavapai County, AZ",4025.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Yavapai County,AZ
"Yuma County, AZ",4027.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Yuma County,AZ
"Adams County, CO",8001.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,Adams County,CO
"Adams County, CO",8001.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Adams County,CO
"Arapahoe County, CO",8005.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,Arapahoe County,CO
"Arapahoe County, CO",8005.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Arapahoe County,CO
"Boulder County, CO",8013.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Boulder County,CO
"Denver County, CO",8031.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,Denver County,CO
"Denver County, CO",8031.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,Denver County,CO
"Denver County, CO",8031.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,Denver County,CO
"Douglas County, CO",8035.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Douglas County,CO
"El Paso County, CO",8041.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0,El Paso County,CO
"El Paso County, CO",8041.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,El Paso County,CO
"Jefferson County, CO",8059.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,Jefferson County,CO
"Larimer County, CO",8069.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Larimer County,CO
"Pueblo County, CO",8101.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Pueblo County,CO
"Pueblo County, CO",8101.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Pueblo County,CO
"Bay County, FL",12005.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Bay County,FL
"Brevard County, FL",12009.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0,Brevard County,FL
"Brevard County, FL",12009.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,Brevard County,FL
"Broward County, FL",12011.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,224.0,Broward County,FL
"Broward County, FL",12011.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,35.0,Broward County,FL
"Broward County, FL",12011.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,Broward County,FL
"Charlotte County, FL",12015.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Charlotte County,FL
"Citrus County, FL",12017.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Citrus County,FL
"Clay County, FL",12019.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Clay County,FL
"Collier County, FL",12021.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,Collier County,FL
"Columbia County, FL",12023.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Columbia County,FL
"Duval County, FL",12031.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0,Duval County,FL
"Duval County, FL",12031.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,Duval County,FL
"Escambia County, FL",12033.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Escambia County,FL
"Hernando County, FL",12053.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Hernando County,FL
"Hillsborough County, FL",12057.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,139.0,Hillsborough County,FL
"Hillsborough County, FL",12057.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,Hillsborough County,FL
"Indian River County, FL",12061.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Indian River County,FL
"Lake County, FL",12069.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Lake County,FL
"Lee County, FL",12071.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0,Lee County,FL
"Lee County, FL",12071.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Lee County,FL
"Leon County, FL",12073.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Leon County,FL
"Manatee County, FL",12081.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,Manatee County,FL
"Marion County, FL",12083.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,Marion County,FL
"Martin County, FL",12085.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Martin County,FL
"Miami-Dade County, FL",12086.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0,Miami-Dade County,FL
"Miami-Dade County, FL",12086.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,Miami-Dade County,FL
"Nassau County, FL",12089.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Nassau County,FL
"Okaloosa County, FL",12091.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Okaloosa County,FL
"Orange County, FL",12095.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,Orange County,FL
"Orange County, FL",12095.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Orange County,FL
"Osceola County, FL",12097.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Osceola County,FL
"Palm Beach County, FL",12099.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,190.0,Palm Beach County,FL
"Palm Beach County, FL",12099.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,Palm Beach County,FL
"Palm Beach County, FL",12099.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,Palm Beach County,FL
"Pasco County, FL",12101.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,Pasco County,FL
"Pasco County, FL",12101.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Pasco County,FL
"Pinellas County, FL",12103.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,145.0,Pinellas County,FL
"Pinellas County, FL",12103.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,31.0,Pinellas County,FL
"Polk County, FL",12105.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,Polk County,FL
"Polk County, FL",12105.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Polk County,FL
"St. Lucie County, FL",12111.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,St. Lucie County,FL
"Santa Rosa County, FL",12113.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Santa Rosa County,FL
"Sarasota County, FL",12115.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0,Sarasota County,FL
"Seminole County, FL",12117.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Seminole County,FL
"Seminole County, FL",12117.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Seminole County,FL
"Volusia County, FL",12127.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0,Volusia County,FL
"Volusia County, FL",12127.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,Volusia County,FL
"Walton County, FL",12131.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Walton County,FL
"Hawaii County, HI",15001.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,Hawaii County,HI
"Honolulu County, HI",15003.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,Honolulu County,HI
"Honolulu County, HI",15003.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Honolulu County,HI
"Honolulu County, HI",15003.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,Honolulu County,HI
"Acadia Parish, LA",22001.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Acadia Parish,LA
"Ascension Parish, LA",22005.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Ascension Parish,LA
"Bossier Parish, LA",22015.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Bossier Parish,LA
"Caddo Parish, LA",22017.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Caddo Parish,LA
"Calcasieu Parish, LA",22019.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Calcasieu Parish,LA
"Calcasieu Parish, LA",22019.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,37.0,Calcasieu Parish,LA
"East Baton Rouge Parish, LA",22033.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,East Baton Rouge Parish,LA
"Jefferson Parish, LA",22051.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,99.0,Jefferson Parish,LA
"Lafayette Parish, LA",22055.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Lafayette Parish,LA
"Livingston Parish, LA",22063.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Livingston Parish,LA
"Orleans Parish, LA",22071.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Orleans Parish,LA
"Ouachita Parish, LA",22073.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Ouachita Parish,LA
"St. Bernard Parish, LA",22087.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,St. Bernard Parish,LA
"St. Landry Parish, LA",22097.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,St. Landry Parish,LA
"St. Tammany Parish, LA",22103.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,St. Tammany Parish,LA
"Tangipahoa Parish, LA",22105.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,Tangipahoa Parish,LA
"Terrebonne Parish, LA",22109.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Terrebonne Parish,LA
"Clark County, NV",32003.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,276.0,Clark County,NV
"Clark County, NV",32003.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,60.0,Clark County,NV
"Nye County, NV",32023.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Nye County,NV
"Washoe County, NV",32031.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,Washoe County,NV
"Washoe County, NV",32031.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,Washoe County,NV
"Washoe County, NV",32031.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,Washoe County,NV
"Bronx County, NY",36005.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,135.0,Bronx County,NY
"Kings County, NY",36047.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,203.0,Kings County,NY
"Kings County, NY",36047.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Kings County,NY
"Nassau County, NY",36059.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Nassau County,NY
"New York County, NY",36061.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,165.0,New York County,NY
"New York County, NY",36061.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,30.0,New York County,NY
"Queens County, NY",36081.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,136.0,Queens County,NY
"Queens County, NY",36081.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,Queens County,NY
"Richmond County, NY",36085.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,Richmond County,NY
"Suffolk County, NY",36103.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Suffolk County,NY
"Cleveland County, OK",40027.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Cleveland County,OK
"Oklahoma County, OK",40109.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,Oklahoma County,OK
"Oklahoma County, OK",40109.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Oklahoma County,OK
"Tulsa County, OK",40143.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,92.0,Tulsa County,OK
"Tulsa County, OK",40143.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,Tulsa County,OK
"Tulsa County, OK",40143.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,Tulsa County,OK
"Wagoner County, OK",40145.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Wagoner County,OK
"Clackamas County, OR",41005.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Clackamas County,OR
"Jackson County, OR",41029.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Jackson County,OR
"Lane County, OR",41039.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Lane County,OR
"Lane County, OR",41039.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Lane County,OR
"Linn County, OR",41043.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Linn County,OR
"Marion County, OR",41047.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Marion County,OR
"Multnomah County, OR",41051.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,Multnomah County,OR
"Multnomah County, OR",41051.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,Multnomah County,OR
"Multnomah County, OR",41051.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,Multnomah County,OR
"Washington County, OR",41067.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Washington County,OR
"Washington County, OR",41067.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Washington County,OR
"Aiken County, SC",45003.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Aiken County,SC
"Anderson County, SC",45007.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Anderson County,SC
"Berkeley County, SC",45015.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Berkeley County,SC
"Charleston County, SC",45019.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,Charleston County,SC
"Greenville County, SC",45045.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,Greenville County,SC
"Greenville County, SC",45045.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Greenville County,SC
"Horry County, SC",45051.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,Horry County,SC
"Laurens County, SC",45059.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Laurens County,SC
"Lexington County, SC",45063.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Lexington County,SC
"Oconee County, SC",45073.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Oconee County,SC
"Pickens County, SC",45077.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Pickens County,SC
"Richland County, SC",45079.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,Richland County,SC
"Spartanburg County, SC",45083.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,Spartanburg County,SC
"York County, SC",45091.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,York County,SC
"Bell County, TX",48027.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Bell County,TX
"Bexar County, TX",48029.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,140.0,Bexar County,TX
"Bexar County, TX",48029.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,Bexar County,TX
"Brazoria County, TX",48039.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,Brazoria County,TX
"Cameron County, TX",48061.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Cameron County,TX
"Collin County, TX",48085.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Collin County,TX
"Dallas County, TX",48113.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,169.0,Dallas County,TX
"Dallas County, TX",48113.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,32.0,Dallas County,TX
"Dallas County, TX",48113.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27.0,Dallas County,TX
"Denton County, TX",48121.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Denton County,TX
"Ector County, TX",48135.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Ector County,TX
"El Paso County, TX",48141.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,El Paso County,TX
"Fort Bend County, TX",48157.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Fort Bend County,TX
"Galveston County, TX",48167.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,Galveston County,TX
"Gregg County, TX",48183.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Gregg County,TX
"Hardin County, TX",48199.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Hardin County,TX
"Harris County, TX",48201.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,290.0,Harris County,TX
"Harris County, TX",48201.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0,Harris County,TX
"Jefferson County, TX",48245.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Jefferson County,TX
"Lubbock County, TX",48303.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Lubbock County,TX
"McLennan County, TX",48309.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,McLennan County,TX
"Midland County, TX",48329.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Midland County,TX
"Montgomery County, TX",48339.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,Montgomery County,TX
"Nueces County, TX",48355.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Nueces County,TX
"Nueces County, TX",48355.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Nueces County,TX
"Orange County, TX",48361.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Orange County,TX
"Tarrant County, TX",48439.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0,Tarrant County,TX
"Tarrant County, TX",48439.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,Tarrant County,TX
"Taylor County, TX",48441.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Taylor County,TX
"Travis County, TX",48453.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,Travis County,TX
"Travis County, TX",48453.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,Travis County,TX
"Webb County, TX",48479.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Webb County,TX
"Wichita County, TX",48485.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Wichita County,TX
"Williamson County, TX",48491.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Williamson County,TX
"Benton County, WA",53005.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Benton County,WA
"Clallam County, WA",53009.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Clallam County,WA
"Clark County, WA",53011.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Clark County,WA
"Clark County, WA",53011.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Clark County,WA
"Cowlitz County, WA",53015.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,Cowlitz County,WA
"Grant County, WA",53025.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Grant County,WA
"King County, WA",53033.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,189.0,King County,WA
"King County, WA",53033.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,37.0,King County,WA
"Kitsap County, WA",53035.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Kitsap County,WA
"Lewis County, WA",53041.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Lewis County,WA
"Pierce County, WA",53053.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0,Pierce County,WA
"Pierce County, WA",53053.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Pierce County,WA
"Skagit County, WA",53057.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Skagit County,WA
"Snohomish County, WA",53061.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0,Snohomish County,WA
"Snohomish County, WA",53061.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Snohomish County,WA
"Spokane County, WA",53063.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,Spokane County,WA
"Spokane County, WA",53063.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,Spokane County,WA
"Thurston County, WA",53067.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Thurston County,WA
"Whatcom County, WA",53073.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Whatcom County,WA
"Yakima County, WA",53077.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Yakima County,WA
"Dane County, WI",55025.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Dane County,WI
"Kenosha County, WI",55059.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Kenosha County,WI
"Milwaukee County, WI",55079.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,147.0,Milwaukee County,WI
"Milwaukee County, WI",55079.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,Milwaukee County,WI
"Milwaukee County, WI",55079.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,Milwaukee County,WI
"Racine County, WI",55101.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Racine County,WI
"Rock County, WI",55105.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Rock County,WI
"Waukesha County, WI",55133.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Waukesha County,WI
"Cochise County, AZ",4003.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Cochise County,AZ
"Maricopa County, AZ",4013.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,432.0,Maricopa County,AZ
"Maricopa County, AZ",4013.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,85.0,Maricopa County,AZ
"Maricopa County, AZ",4013.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,49.0,Maricopa County,AZ
"Mohave County, AZ",4015.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,Mohave County,AZ
"Mohave County, AZ",4015.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Mohave County,AZ
"Navajo County, AZ",4017.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Navajo County,AZ
